2025-05-01 06:20:22,284 [INFO] server listening on [::1]:9999
2025-05-01 06:20:22,284 [INFO] server listening on 127.0.0.1:9999
2025-05-01 06:20:22,412 [INFO] connection open
2025-05-01 06:20:22,412 [INFO] 🌐 WebSocket ready on ws://localhost:9999
2025-05-01 06:20:34,001 [INFO] 👁 Gaze: x=139.9, y=91.0
2025-05-01 06:20:34,040 [INFO] 👁 Gaze: x=146.9, y=91.6
2025-05-01 06:20:34,083 [INFO] 👁 Gaze: x=153.6, y=92.1
2025-05-01 06:20:34,124 [INFO] 👁 Gaze: x=159.9, y=92.4
2025-05-01 06:20:34,164 [INFO] 👁 Gaze: x=166.0, y=92.6
2025-05-01 06:20:34,202 [INFO] 👁 Gaze: x=172.1, y=92.9
2025-05-01 06:20:34,242 [INFO] 👁 Gaze: x=178.4, y=93.5
2025-05-01 06:20:34,282 [INFO] 👁 Gaze: x=184.4, y=94.3
2025-05-01 06:20:34,323 [INFO] 👁 Gaze: x=190.4, y=95.5
2025-05-01 06:20:34,369 [INFO] 👁 Gaze: x=195.8, y=97.0
2025-05-01 06:20:34,411 [INFO] 👁 Gaze: x=200.6, y=98.8
2025-05-01 06:20:34,452 [INFO] 👁 Gaze: x=204.7, y=100.5
2025-05-01 06:20:34,492 [INFO] 👁 Gaze: x=208.1, y=102.2
2025-05-01 06:20:34,532 [INFO] 👁 Gaze: x=210.8, y=103.6
2025-05-01 06:20:34,571 [INFO] 👁 Gaze: x=212.7, y=104.8
2025-05-01 06:20:34,610 [INFO] 👁 Gaze: x=213.8, y=105.7
2025-05-01 06:20:34,655 [INFO] 👁 Gaze: x=213.9, y=106.4
2025-05-01 06:20:34,706 [INFO] 👁 Gaze: x=213.3, y=106.8
2025-05-01 06:20:34,764 [INFO] 👁 Gaze: x=212.3, y=106.8
2025-05-01 06:20:34,809 [INFO] 👁 Gaze: x=212.0, y=106.6
2025-05-01 06:20:34,853 [INFO] 👁 Gaze: x=212.0, y=106.1
2025-05-01 06:20:34,897 [INFO] 👁 Gaze: x=212.3, y=105.4
2025-05-01 06:20:34,937 [INFO] 👁 Gaze: x=213.5, y=104.5
2025-05-01 06:20:34,990 [INFO] 👁 Gaze: x=215.3, y=103.5
2025-05-01 06:20:35,040 [INFO] 👁 Gaze: x=217.5, y=102.5
2025-05-01 06:20:35,082 [INFO] 👁 Gaze: x=219.4, y=101.4
2025-05-01 06:20:35,127 [INFO] 👁 Gaze: x=220.8, y=100.1
2025-05-01 06:20:35,167 [INFO] 👁 Gaze: x=221.4, y=98.9
2025-05-01 06:20:35,218 [INFO] 👁 Gaze: x=221.5, y=97.7
2025-05-01 06:20:35,258 [INFO] 👁 Gaze: x=221.0, y=96.5
2025-05-01 06:20:35,300 [INFO] 👁 Gaze: x=219.9, y=95.3
2025-05-01 06:20:35,342 [INFO] 👁 Gaze: x=218.4, y=94.3
2025-05-01 06:20:35,383 [INFO] 👁 Gaze: x=216.7, y=93.2
2025-05-01 06:20:35,426 [INFO] 👁 Gaze: x=215.0, y=92.2
2025-05-01 06:20:35,467 [INFO] 👁 Gaze: x=213.5, y=91.3
2025-05-01 06:20:35,507 [INFO] 👁 Gaze: x=212.3, y=90.5
2025-05-01 06:20:35,548 [INFO] 👁 Gaze: x=211.4, y=89.8
2025-05-01 06:20:35,589 [INFO] 👁 Gaze: x=211.1, y=89.2
2025-05-01 06:20:35,630 [INFO] 👁 Gaze: x=211.3, y=88.7
2025-05-01 06:20:35,672 [INFO] 👁 Gaze: x=212.0, y=88.3
2025-05-01 06:20:35,711 [INFO] 👁 Gaze: x=213.4, y=88.0
2025-05-01 06:20:35,753 [INFO] 👁 Gaze: x=215.3, y=87.8
2025-05-01 06:20:35,795 [INFO] 👁 Gaze: x=217.6, y=87.7
2025-05-01 06:20:35,839 [INFO] 👁 Gaze: x=220.2, y=87.8
2025-05-01 06:20:35,880 [INFO] 👁 Gaze: x=223.0, y=88.0
2025-05-01 06:20:35,918 [INFO] 👁 Gaze: x=225.8, y=88.5
2025-05-01 06:20:35,965 [INFO] 👁 Gaze: x=228.3, y=89.1
2025-05-01 06:20:36,004 [INFO] 👁 Gaze: x=230.8, y=89.9
2025-05-01 06:20:36,047 [INFO] 👁 Gaze: x=233.2, y=90.8
2025-05-01 06:20:36,087 [INFO] 👁 Gaze: x=235.4, y=91.7
2025-05-01 06:20:36,126 [INFO] 👁 Gaze: x=237.5, y=92.6
2025-05-01 06:20:36,167 [INFO] 👁 Gaze: x=239.5, y=93.5
2025-05-01 06:20:36,209 [INFO] 👁 Gaze: x=241.2, y=94.3
2025-05-01 06:20:36,251 [INFO] 👁 Gaze: x=242.6, y=94.8
2025-05-01 06:20:36,288 [INFO] 👁 Gaze: x=243.5, y=95.2
2025-05-01 06:20:36,328 [INFO] 👁 Gaze: x=243.7, y=95.4
2025-05-01 06:20:36,368 [INFO] 👁 Gaze: x=243.3, y=95.6
2025-05-01 06:20:36,410 [INFO] 👁 Gaze: x=242.1, y=95.6
2025-05-01 06:20:36,455 [INFO] 👁 Gaze: x=240.2, y=95.5
2025-05-01 06:20:36,497 [INFO] 👁 Gaze: x=237.4, y=95.4
2025-05-01 06:20:36,537 [INFO] 👁 Gaze: x=233.8, y=95.1
2025-05-01 06:20:36,578 [INFO] 👁 Gaze: x=229.6, y=94.8
2025-05-01 06:20:36,620 [INFO] 👁 Gaze: x=225.0, y=94.4
2025-05-01 06:20:36,660 [INFO] 👁 Gaze: x=219.9, y=94.0
2025-05-01 06:20:36,704 [INFO] 👁 Gaze: x=215.0, y=93.8
2025-05-01 06:20:36,745 [INFO] 👁 Gaze: x=210.8, y=93.8
2025-05-01 06:20:36,798 [INFO] 👁 Gaze: x=207.3, y=94.3
2025-05-01 06:20:36,840 [INFO] 👁 Gaze: x=204.9, y=95.4
2025-05-01 06:20:36,885 [INFO] 👁 Gaze: x=203.5, y=97.0
2025-05-01 06:20:36,932 [INFO] 👁 Gaze: x=203.1, y=99.1
2025-05-01 06:20:36,982 [INFO] 👁 Gaze: x=204.1, y=101.9
2025-05-01 06:20:37,034 [INFO] 👁 Gaze: x=206.2, y=105.1
2025-05-01 06:20:37,092 [INFO] 👁 Gaze: x=209.0, y=108.6
2025-05-01 06:20:37,142 [INFO] 👁 Gaze: x=212.3, y=112.5
2025-05-01 06:20:37,195 [INFO] 👁 Gaze: x=216.0, y=116.5
2025-05-01 06:20:37,272 [INFO] 👁 Gaze: x=220.2, y=120.5
2025-05-01 06:20:37,327 [INFO] 👁 Gaze: x=224.7, y=124.7
2025-05-01 06:20:37,388 [INFO] 👁 Gaze: x=229.4, y=128.8
2025-05-01 06:20:37,440 [INFO] 👁 Gaze: x=234.1, y=132.8
2025-05-01 06:20:37,492 [INFO] 👁 Gaze: x=239.2, y=136.7
2025-05-01 06:20:37,552 [INFO] 👁 Gaze: x=244.7, y=140.7
2025-05-01 06:20:37,609 [INFO] 👁 Gaze: x=250.5, y=144.8
2025-05-01 06:20:37,610 [INFO] 🔔 Event: 🔁 Mode 1 selected
2025-05-01 06:20:37,662 [INFO] 👁 Gaze: x=256.5, y=148.9
2025-05-01 06:20:37,732 [INFO] 👁 Gaze: x=262.4, y=152.9
2025-05-01 06:20:37,781 [INFO] 👁 Gaze: x=268.3, y=156.7
2025-05-01 06:20:37,833 [INFO] 👁 Gaze: x=274.1, y=160.5
2025-05-01 06:20:37,879 [INFO] 👁 Gaze: x=279.6, y=164.1
2025-05-01 06:20:37,927 [INFO] 👁 Gaze: x=285.1, y=167.6
2025-05-01 06:20:37,973 [INFO] 👁 Gaze: x=290.6, y=171.0
2025-05-01 06:20:38,016 [INFO] 👁 Gaze: x=295.8, y=174.3
2025-05-01 06:20:38,073 [INFO] 👁 Gaze: x=300.7, y=177.4
2025-05-01 06:20:38,118 [INFO] 👁 Gaze: x=305.0, y=180.2
2025-05-01 06:20:38,159 [INFO] 👁 Gaze: x=308.7, y=182.8
2025-05-01 06:20:38,201 [INFO] 👁 Gaze: x=311.9, y=185.3
2025-05-01 06:20:38,246 [INFO] 👁 Gaze: x=314.5, y=187.5
2025-05-01 06:20:38,284 [INFO] 👁 Gaze: x=316.6, y=189.4
2025-05-01 06:20:38,331 [INFO] 👁 Gaze: x=318.1, y=191.0
2025-05-01 06:20:38,371 [INFO] 👁 Gaze: x=319.1, y=192.3
2025-05-01 06:20:38,423 [INFO] 👁 Gaze: x=319.7, y=193.2
2025-05-01 06:20:38,465 [INFO] 👁 Gaze: x=320.0, y=194.0
2025-05-01 06:20:38,506 [INFO] 👁 Gaze: x=320.4, y=194.6
2025-05-01 06:20:38,549 [INFO] 👁 Gaze: x=320.8, y=195.1
2025-05-01 06:20:38,591 [INFO] 👁 Gaze: x=320.9, y=195.3
2025-05-01 06:20:38,635 [INFO] 👁 Gaze: x=320.9, y=195.2
2025-05-01 06:20:38,676 [INFO] 👁 Gaze: x=321.2, y=194.8
2025-05-01 06:20:38,714 [INFO] 👁 Gaze: x=321.6, y=194.2
2025-05-01 06:20:38,753 [INFO] 👁 Gaze: x=322.3, y=193.5
2025-05-01 06:20:38,792 [INFO] 👁 Gaze: x=323.3, y=192.6
2025-05-01 06:20:38,830 [INFO] 👁 Gaze: x=324.6, y=191.6
2025-05-01 06:20:38,868 [INFO] 👁 Gaze: x=326.0, y=190.4
2025-05-01 06:20:38,908 [INFO] 👁 Gaze: x=327.6, y=189.3
2025-05-01 06:20:38,949 [INFO] 👁 Gaze: x=329.0, y=188.1
2025-05-01 06:20:38,990 [INFO] 👁 Gaze: x=330.4, y=186.9
2025-05-01 06:20:39,032 [INFO] 👁 Gaze: x=331.5, y=185.8
2025-05-01 06:20:39,075 [INFO] 👁 Gaze: x=332.3, y=184.6
2025-05-01 06:20:39,115 [INFO] 👁 Gaze: x=332.8, y=183.5
2025-05-01 06:20:39,157 [INFO] 👁 Gaze: x=333.0, y=182.4
2025-05-01 06:20:39,197 [INFO] 👁 Gaze: x=333.0, y=181.5
2025-05-01 06:20:39,238 [INFO] 👁 Gaze: x=332.7, y=180.5
2025-05-01 06:20:39,279 [INFO] 👁 Gaze: x=332.0, y=179.7
2025-05-01 06:20:39,320 [INFO] 👁 Gaze: x=331.0, y=179.0
2025-05-01 06:20:39,371 [INFO] 👁 Gaze: x=329.7, y=178.4
2025-05-01 06:20:39,412 [INFO] 👁 Gaze: x=328.1, y=177.9
2025-05-01 06:20:39,454 [INFO] 👁 Gaze: x=326.2, y=177.5
2025-05-01 06:20:39,495 [INFO] 👁 Gaze: x=324.6, y=177.5
2025-05-01 06:20:39,533 [INFO] 👁 Gaze: x=323.6, y=177.6
2025-05-01 06:20:39,575 [INFO] 👁 Gaze: x=322.9, y=177.9
2025-05-01 06:20:39,629 [INFO] 👁 Gaze: x=322.7, y=178.3
2025-05-01 06:20:39,670 [INFO] 👁 Gaze: x=322.9, y=178.8
2025-05-01 06:20:39,716 [INFO] 👁 Gaze: x=323.5, y=179.5
2025-05-01 06:20:39,757 [INFO] 👁 Gaze: x=324.2, y=180.2
2025-05-01 06:20:39,798 [INFO] 👁 Gaze: x=325.1, y=180.9
2025-05-01 06:20:39,839 [INFO] 👁 Gaze: x=326.1, y=181.5
2025-05-01 06:20:39,879 [INFO] 👁 Gaze: x=326.9, y=182.0
2025-05-01 06:20:39,918 [INFO] 👁 Gaze: x=327.7, y=182.5
2025-05-01 06:20:39,955 [INFO] 👁 Gaze: x=328.6, y=183.0
2025-05-01 06:20:39,996 [INFO] 👁 Gaze: x=329.5, y=183.5
2025-05-01 06:20:40,034 [INFO] 👁 Gaze: x=330.3, y=184.0
2025-05-01 06:20:40,077 [INFO] 👁 Gaze: x=330.7, y=184.3
2025-05-01 06:20:40,119 [INFO] 👁 Gaze: x=331.0, y=184.6
2025-05-01 06:20:40,163 [INFO] 👁 Gaze: x=330.9, y=184.8
2025-05-01 06:20:40,203 [INFO] 👁 Gaze: x=330.4, y=184.8
2025-05-01 06:20:40,244 [INFO] 👁 Gaze: x=329.6, y=184.6
